MS,OS,Time Differences,Assignment Differences,Makespan
1-0-0-0-1-0-2-0-0,4-1-0-0-2-4-1-4-3,79845.00000,2.00000,626.00000
1-1-0-0-0-0-2-0-0,1-0-1-2-4-3-4-4-0,77069.00000,4.00000,686.00000
1-0-0-0-1-0-2-0-0,1-2-0-4-0-1-3-4-4,79845.00000,2.00000,626.00000
1-1-0-0-0-0-2-0-0,2-1-0-1-4-3-4-4-0,77069.00000,4.00000,686.00000
1-0-0-0-1-0-2-0-0,2-0-4-1-0-3-1-4-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,4-1-0-2-0-4-1-4-3,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,0-1-2-4-0-4-1-3-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,4-1-0-2-0-3-4-1-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,2-0-1-4-4-0-1-3-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,0-4-0-1-2-3-1-4-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,1-0-2-4-0-1-4-3-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,2-0-1-0-4-4-1-3-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,2-4-0-0-1-4-1-3-4,79845.00000,2.00000,626.00000
1-1-0-0-0-0-2-0-0,4-2-0-1-1-3-4-4-0,77069.00000,4.00000,686.00000
1-0-0-0-1-0-2-0-0,4-2-0-1-0-4-1-3-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,4-0-2-1-0-3-1-4-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,1-4-0-4-0-2-1-3-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,0-1-2-4-0-3-4-1-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,0-0-4-2-1-1-4-4-3,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,1-0-4-0-2-3-1-4-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,2-1-4-0-0-4-1-3-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,0-2-0-1-4-4-1-3-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,0-4-2-0-1-4-3-1-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,1-4-0-2-0-1-4-4-3,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,0-1-0-2-4-3-1-4-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,4-1-0-2-0-4-3-1-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,1-0-0-4-2-1-4-4-3,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,2-0-1-0-4-3-1-4-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,0-1-2-4-0-3-1-4-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,4-0-2-0-1-4-1-4-3,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,0-2-1-4-0-3-1-4-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,4-2-0-0-1-4-1-4-3,79845.00000,2.00000,626.00000
1-1-0-0-0-0-2-0-0,2-1-0-1-4-4-3-4-0,77069.00000,4.00000,686.00000
1-0-0-0-1-0-2-0-0,2-1-0-4-0-1-4-3-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,0-2-4-1-0-4-3-1-4,79845.00000,2.00000,626.00000
1-0-0-0-1-0-2-0-0,4-2-0-1-0-1-4-4-3,79845.00000,2.00000,626.00000
