Time differences,Assignment differences,Makespan,Optimal Time Differences,Distance Time differences,Optimal Assignment Differences,Distance assignment differences,Optimal Makespan,Distance makespan
0.43319057841116015,0.4,0.2549019607843137,0.04412932675456971,0.38906125165659045,0.2,0.2,0.16470588235294117,0.09019607843137253
1.0,0.0,0.7647058823529411,0.16903772010672985,0.8309622798932701,0.0,0.0,0.5098039215686274,0.2549019607843137
0.8895468701504532,0.0,1.0,0.16903772010672985,0.7205091500437233,0.0,0.0,0.5098039215686274,0.4901960784313726
0.366536342319144,1.0,0.592156862745098,0.0,0.366536342319144,0.0,1.0,0.0,0.592156862745098
1.0,0.0,0.7647058823529411,0.16903772010672985,0.8309622798932701,0.0,0.0,0.5098039215686274,0.2549019607843137
0.8895468701504532,0.0,1.0,0.16903772010672985,0.7205091500437233,0.0,0.0,0.5098039215686274,0.4901960784313726
0.6556982580280467,0.2,0.403921568627451,0.08929125662488656,0.5664070014031601,0.2,0.0,0.20392156862745098,0.2
0.3984125054727965,0.6,0.5882352941176471,0.043309144851204844,0.35510336062159165,0.0,0.6,0.08627450980392157,0.5019607843137255
0.6556982580280467,0.2,0.403921568627451,0.08929125662488656,0.5664070014031601,0.2,0.0,0.20392156862745098,0.2
0.4037395574322052,0.4,0.47058823529411764,0.04412932675456971,0.3596102306776355,0.0,0.4,0.16470588235294117,0.3058823529411765
0.41895835718154817,0.8,0.3176470588235294,0.013222040352949646,0.4057363168285985,0.2,0.6000000000000001,0.08627450980392157,0.23137254901960783
0.41895835718154817,0.8,0.3176470588235294,0.013222040352949646,0.4057363168285985,0.2,0.6000000000000001,0.08627450980392157,0.23137254901960783
0.5574499069477078,0.2,0.5098039215686274,0.08929125662488656,0.4681586503228212,0.0,0.2,0.20392156862745098,0.30588235294117644
0.5205771248316857,0.2,0.6666666666666666,0.08929125662488656,0.43128586820679915,0.0,0.2,0.20392156862745098,0.46274509803921565
0.43319057841116015,0.4,0.2549019607843137,0.04412932675456971,0.38906125165659045,0.2,0.2,0.16470588235294117,0.09019607843137253
0.5205771248316857,0.2,0.6666666666666666,0.08929125662488656,0.43128586820679915,0.0,0.2,0.20392156862745098,0.46274509803921565
0.5574499069477078,0.2,0.5098039215686274,0.08929125662488656,0.4681586503228212,0.0,0.2,0.20392156862745098,0.30588235294117644
0.8895468701504532,0.0,1.0,0.16903772010672985,0.7205091500437233,0.0,0.0,0.5098039215686274,0.4901960784313726
0.6556982580280467,0.2,0.403921568627451,0.08929125662488656,0.5664070014031601,0.2,0.0,0.20392156862745098,0.2
0.43319057841116015,0.4,0.2549019607843137,0.04412932675456971,0.38906125165659045,0.2,0.2,0.16470588235294117,0.09019607843137253
