point_id,pf_f1_norm,pf_f2_norm,pf_f3_norm,nearest_opt_id,opt_f1_norm,opt_f2_norm,opt_f3_norm,euclidean_distance
0,0.43319057841116015,0.4,0.2549019607843137,6,0.34462037379052674,0.4,0.16470588235294117,0.12641207897562312
1,1.0,0.0,0.7647058823529411,1,0.16903772010672985,0.0,0.5098039215686274,0.8691796823540626
2,0.8895468701504532,0.0,1.0,1,0.16903772010672985,0.0,0.5098039215686274,0.8714503030042648
3,0.366536342319144,1.0,0.592156862745098,2,0.0,1.0,0.596078431372549,0.3665573201304218
4,1.0,0.0,0.7647058823529411,1,0.16903772010672985,0.0,0.5098039215686274,0.8691796823540626
5,0.8895468701504532,0.0,1.0,1,0.16903772010672985,0.0,0.5098039215686274,0.8714503030042648
6,0.6556982580280467,0.2,0.403921568627451,6,0.34462037379052674,0.4,0.16470588235294117,0.4404470395194825
7,0.3984125054727965,0.6,0.5882352941176471,5,0.043309144851204844,0.6,0.592156862745098,0.3551250137983073
8,0.6556982580280467,0.2,0.403921568627451,6,0.34462037379052674,0.4,0.16470588235294117,0.4404470395194825
9,0.4037395574322052,0.4,0.47058823529411764,6,0.34462037379052674,0.4,0.16470588235294117,0.31154308163605393
10,0.41895835718154817,0.8,0.3176470588235294,7,0.013222040352949646,0.8,0.3215686274509804,0.4057552679807579
11,0.41895835718154817,0.8,0.3176470588235294,7,0.013222040352949646,0.8,0.3215686274509804,0.4057552679807579
12,0.5574499069477078,0.2,0.5098039215686274,1,0.16903772010672985,0.0,0.5098039215686274,0.43687987695314
13,0.5205771248316857,0.2,0.6666666666666666,1,0.16903772010672985,0.0,0.5098039215686274,0.4338039578819778
14,0.43319057841116015,0.4,0.2549019607843137,6,0.34462037379052674,0.4,0.16470588235294117,0.12641207897562312
15,0.5205771248316857,0.2,0.6666666666666666,1,0.16903772010672985,0.0,0.5098039215686274,0.4338039578819778
16,0.5574499069477078,0.2,0.5098039215686274,1,0.16903772010672985,0.0,0.5098039215686274,0.43687987695314
17,0.8895468701504532,0.0,1.0,1,0.16903772010672985,0.0,0.5098039215686274,0.8714503030042648
18,0.6556982580280467,0.2,0.403921568627451,6,0.34462037379052674,0.4,0.16470588235294117,0.4404470395194825
19,0.43319057841116015,0.4,0.2549019607843137,6,0.34462037379052674,0.4,0.16470588235294117,0.12641207897562312
