point_id,pf_f1_norm,pf_f2_norm,pf_f3_norm,nearest_opt_id,opt_f1_norm,opt_f2_norm,opt_f3_norm,euclidean_distance
0,0.2630984673356762,0.25,1.0,4,0.21533132006894984,0.25,0.75,0.25452249479761335
1,0.44107192966046205,0.0,1.0,1,0.44107192966046205,0.0,1.0,0.0
2,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
3,0.0,1.0,0.05555555555555555,5,0.0,1.0,0.05555555555555555,0.0
4,0.7794272886406457,0.5,0.18518518518518517,8,0.7794272886406457,0.5,0.18518518518518517,0.0
5,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
6,0.44107192966046205,0.0,1.0,1,0.44107192966046205,0.0,1.0,0.0
7,0.9798294961048679,0.25,0.8888888888888888,1,0.44107192966046205,0.0,1.0,0.6042395174212326
8,0.14528909496639364,0.5,0.37037037037037035,12,0.08754359474591446,0.5,0.37037037037037035,0.05774550022047918
9,0.7794272886406457,0.5,0.18518518518518517,8,0.7794272886406457,0.5,0.18518518518518517,0.0
10,0.12623434931918703,0.75,0.19444444444444445,15,0.09225049106725283,0.75,0.18518518518518517,0.03522267030930129
11,0.12623434931918703,0.75,0.19444444444444445,15,0.09225049106725283,0.75,0.18518518518518517,0.03522267030930129
12,0.14528909496639364,0.5,0.37037037037037035,12,0.08754359474591446,0.5,0.37037037037037035,0.05774550022047918
13,0.21027032083060518,0.75,0.18518518518518517,15,0.09225049106725283,0.75,0.18518518518518517,0.11801982976335235
14,0.21027032083060518,0.75,0.18518518518518517,15,0.09225049106725283,0.75,0.18518518518518517,0.11801982976335235
15,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
16,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
17,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
18,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
19,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
20,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
21,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
22,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
23,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
24,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
25,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
26,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
27,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
28,0.7794272886406457,0.5,0.18518518518518517,8,0.7794272886406457,0.5,0.18518518518518517,0.0
29,0.7794272886406457,0.5,0.18518518518518517,8,0.7794272886406457,0.5,0.18518518518518517,0.0
30,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
31,0.7794272886406457,0.5,0.18518518518518517,8,0.7794272886406457,0.5,0.18518518518518517,0.0
32,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
33,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
34,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
35,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
36,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
37,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
38,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
39,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
40,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
41,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
42,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
43,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
44,0.7794272886406457,0.5,0.18518518518518517,8,0.7794272886406457,0.5,0.18518518518518517,0.0
45,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
46,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
47,0.14528909496639364,0.5,0.37037037037037035,12,0.08754359474591446,0.5,0.37037037037037035,0.05774550022047918
48,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
49,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
50,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
51,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
52,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
53,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
54,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
55,1.0,0.25,0.75,11,0.9798294961048679,0.25,0.2777777777777778,0.47265280744736654
