point_id,pf_f1_norm,pf_f2_norm,pf_f3_norm,nearest_opt_id,opt_f1_norm,opt_f2_norm,opt_f3_norm,euclidean_distance
0,0.64,1.0,0.5,6,0.44,0.3333333333333333,0.0,0.8569973421454962
1,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
2,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
3,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
4,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
5,0.64,1.0,0.5,6,0.44,0.3333333333333333,0.0,0.8569973421454962
6,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
7,0.76,0.3333333333333333,0.5,6,0.44,0.3333333333333333,0.0,0.5936328831862332
8,0.76,0.3333333333333333,0.5,6,0.44,0.3333333333333333,0.0,0.5936328831862332
9,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
10,0.76,0.3333333333333333,0.5,6,0.44,0.3333333333333333,0.0,0.5936328831862332
11,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
12,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
13,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
14,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
15,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
16,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
17,0.76,0.3333333333333333,0.5,6,0.44,0.3333333333333333,0.0,0.5936328831862332
18,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
19,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
20,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
21,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
22,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
23,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
24,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
25,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
26,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
27,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
28,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
29,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
30,0.76,0.3333333333333333,0.5,6,0.44,0.3333333333333333,0.0,0.5936328831862332
31,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
32,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
33,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
34,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
35,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
36,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
37,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
38,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
39,0.76,0.3333333333333333,0.5,6,0.44,0.3333333333333333,0.0,0.5936328831862332
40,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
41,0.76,0.3333333333333333,0.5,6,0.44,0.3333333333333333,0.0,0.5936328831862332
42,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
43,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
44,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
45,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
46,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
47,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
48,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
49,0.76,0.3333333333333333,0.5,6,0.44,0.3333333333333333,0.0,0.5936328831862332
50,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
51,0.44,0.3333333333333333,1.0,0,0.48,0.0,1.0,0.33572475498704457
52,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
53,0.48,0.0,1.0,0,0.48,0.0,1.0,0.0
54,1.0,0.0,0.0,3,1.0,0.0,0.0,0.0
