point_id,obj1_time_diff,obj2_assign_diff,obj3_makespan
0,392939.0,5.0,1574.0
1,398091.0,5.0,1553.0
2,249701.0,10.0,1466.0
3,279347.0,9.0,1445.0
4,287095.0,7.0,1486.0
5,295348.0,8.0,1445.0
6,260905.0,9.0,1466.0
7,325364.0,6.0,1574.0
8,388175.0,6.0,1475.0
9,302176.0,7.0,1470.0
