Time differences,Assignment differences,Makespan,Optimal Time Differences,Distance Time differences,Optimal Assignment Differences,Distance assignment differences,Optimal Makespan,Distance makespan
1.0,0.0,1.0,0.417265306835859,0.5827346931641411,0.0,0.0,0.84375,0.15625
0.08556621746805795,1.0,0.15625,0.0,0.08556621746805795,0.8,0.19999999999999996,0.0,0.15625
1.0,0.0,1.0,0.417265306835859,0.5827346931641411,0.0,0.0,0.84375,0.15625
0.08556621746805795,1.0,0.15625,0.0,0.08556621746805795,0.8,0.19999999999999996,0.0,0.15625
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.16009182062351796,0.8,0.15625,0.03263826985708376,0.1274535507664342,0.6,0.20000000000000007,0.0,0.15625
0.8440039851082796,0.2,1.0,0.22041319280583085,0.6235907923024487,0.0,0.2,0.234375,0.765625
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.8440039851082796,0.2,1.0,0.22041319280583085,0.6235907923024487,0.0,0.2,0.234375,0.765625
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.16009182062351796,0.8,0.15625,0.03263826985708376,0.1274535507664342,0.6,0.20000000000000007,0.0,0.15625
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.08556621746805795,1.0,0.15625,0.0,0.08556621746805795,0.8,0.19999999999999996,0.0,0.15625
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.08556621746805795,1.0,0.15625,0.0,0.08556621746805795,0.8,0.19999999999999996,0.0,0.15625
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
1.0,0.0,1.0,0.417265306835859,0.5827346931641411,0.0,0.0,0.84375,0.15625
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
1.0,0.0,1.0,0.417265306835859,0.5827346931641411,0.0,0.0,0.84375,0.15625
1.0,0.0,1.0,0.417265306835859,0.5827346931641411,0.0,0.0,0.84375,0.15625
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
1.0,0.0,1.0,0.417265306835859,0.5827346931641411,0.0,0.0,0.84375,0.15625
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
0.13271167974644457,0.6,0.3125,0.10893211915706803,0.02377956058937654,0.4,0.19999999999999996,0.0,0.3125
0.15933441700312867,0.4,0.3125,0.10897872861063045,0.050355688392498224,0.4,0.0,0.1953125,0.1171875
