point_id,pf_f1_norm,pf_f2_norm,pf_f3_norm,nearest_opt_id,opt_f1_norm,opt_f2_norm,opt_f3_norm,euclidean_distance
0,1.0,0.6666666666666666,0.45077720207253885,5,0.4153064516343158,0.0,0.43005181347150256,0.886983952322455
1,0.5948442152748553,1.0,0.47668393782383417,0,0.0,0.6666666666666666,0.45595854922279794,0.6821878724293869
2,1.0,0.6666666666666666,0.45077720207253885,5,0.4153064516343158,0.0,0.43005181347150256,0.886983952322455
3,0.7100342382552429,0.3333333333333333,0.47668393782383417,5,0.4153064516343158,0.0,0.43005181347150256,0.4473814193048178
4,1.0,0.6666666666666666,0.45077720207253885,5,0.4153064516343158,0.0,0.43005181347150256,0.886983952322455
5,0.5948442152748553,1.0,0.47668393782383417,0,0.0,0.6666666666666666,0.45595854922279794,0.6821878724293869
6,1.0,0.6666666666666666,0.45077720207253885,5,0.4153064516343158,0.0,0.43005181347150256,0.886983952322455
7,0.7097581018810463,0.3333333333333333,0.7823834196891192,5,0.4153064516343158,0.0,0.43005181347150256,0.5674067731213822
8,0.5948442152748553,1.0,0.47668393782383417,0,0.0,0.6666666666666666,0.45595854922279794,0.6821878724293869
9,0.6791507744430475,0.6666666666666666,0.47668393782383417,0,0.0,0.6666666666666666,0.45595854922279794,0.6794669352950555
10,1.0,0.6666666666666666,0.45077720207253885,5,0.4153064516343158,0.0,0.43005181347150256,0.886983952322455
11,0.9620909895904552,0.0,0.9948186528497409,4,0.20003159637358597,0.0,1.0,0.7620770073610373
12,1.0,0.6666666666666666,0.45077720207253885,5,0.4153064516343158,0.0,0.43005181347150256,0.886983952322455
13,0.9620909895904552,0.0,0.9948186528497409,4,0.20003159637358597,0.0,1.0,0.7620770073610373
14,0.5948442152748553,1.0,0.47668393782383417,0,0.0,0.6666666666666666,0.45595854922279794,0.6821878724293869
15,1.0,0.6666666666666666,0.45077720207253885,5,0.4153064516343158,0.0,0.43005181347150256,0.886983952322455
16,1.0,0.6666666666666666,0.45077720207253885,5,0.4153064516343158,0.0,0.43005181347150256,0.886983952322455
17,0.5948442152748553,1.0,0.47668393782383417,0,0.0,0.6666666666666666,0.45595854922279794,0.6821878724293869
