point_id,obj1_time_diff,obj2_assign_diff,obj3_makespan
0,42341.0,4.0,787.0
1,55965.0,4.0,745.0
2,71501.0,4.0,719.0
3,71501.0,4.0,719.0
4,71501.0,4.0,719.0
5,54969.0,4.0,765.0
