MS,OS,Time Differences,Assignment Differences,Makespan
1-0-0-1-1-1-1-0-2-0-0,6-4-3-2-0-5-1-1-6-0-4,13935.00000,4.00000,624.00000
0-0-0-1-1-1-0-0-2-0-0,6-0-3-2-4-1-1-6-5-4-0,19869.00000,3.00000,624.00000
1-0-0-1-1-1-1-0-2-0-0,6-2-3-4-0-6-1-5-1-0-4,13935.00000,4.00000,624.00000
0-0-0-1-1-1-0-0-2-0-0,6-4-2-3-0-6-1-5-1-4-0,19869.00000,3.00000,624.00000
0-0-0-1-1-1-0-0-2-0-0,6-0-2-4-3-1-1-6-5-0-4,19869.00000,3.00000,624.00000
1-0-0-1-1-1-1-0-2-0-0,6-2-0-3-4-1-1-6-5-4-0,13935.00000,4.00000,624.00000
1-0-0-1-1-1-1-0-2-0-0,2-6-4-3-0-1-6-1-5-0-4,13935.00000,4.00000,624.00000
1-0-0-1-1-1-1-0-2-0-0,6-2-4-0-3-6-1-1-5-0-4,13935.00000,4.00000,624.00000
0-0-0-1-1-1-0-0-2-0-0,0-2-3-6-4-1-6-1-5-0-4,19869.00000,3.00000,624.00000
1-0-0-1-1-1-1-0-2-0-0,6-2-4-3-0-6-1-5-1-0-4,13935.00000,4.00000,624.00000
1-0-0-1-1-1-1-0-2-0-0,6-4-3-2-0-5-1-6-1-0-4,13935.00000,4.00000,624.00000
0-0-0-1-1-1-0-0-2-0-0,6-4-3-2-0-5-1-1-6-4-0,19869.00000,3.00000,624.00000
0-0-0-1-1-1-0-0-2-0-0,6-4-3-2-0-6-1-5-1-4-0,19869.00000,3.00000,624.00000
0-0-0-1-1-1-0-0-2-0-0,6-0-2-4-3-6-1-1-5-0-4,19869.00000,3.00000,624.00000
0-0-0-1-1-1-0-0-2-0-0,2-6-3-4-0-6-1-1-5-4-0,19869.00000,3.00000,624.00000
0-0-0-1-1-1-0-0-2-0-0,6-0-2-3-4-6-1-5-1-0-4,19869.00000,3.00000,624.00000
1-0-0-1-1-1-1-0-2-0-0,6-0-2-4-3-1-1-6-5-4-0,13935.00000,4.00000,624.00000
0-0-0-1-1-1-0-0-2-0-0,6-2-0-4-3-6-1-1-5-0-4,19869.00000,3.00000,624.00000
1-0-0-1-1-1-1-0-2-0-0,6-4-2-3-0-6-1-5-1-0-4,13935.00000,4.00000,624.00000
0-0-0-1-1-1-0-0-2-0-0,6-2-0-3-4-6-1-1-5-0-4,19869.00000,3.00000,624.00000
