point_id,obj1_time_diff,obj2_assign_diff,obj3_makespan
0,19406.0,4.0,576.0
1,19406.0,4.0,576.0
2,19406.0,4.0,576.0
3,40694.0,2.0,611.0
4,40694.0,2.0,611.0
5,40694.0,2.0,611.0
6,30159.0,3.0,624.0
7,30159.0,3.0,624.0
8,30159.0,3.0,624.0
