point_id,pf_f1_norm,pf_f2_norm,pf_f3_norm,nearest_opt_id,opt_f1_norm,opt_f2_norm,opt_f3_norm,euclidean_distance
0,0.5256799917576757,0.0,1.0,0,0.5256799917576757,0.0,1.0,0.0
1,1.0,0.0,0.47619047619047616,3,1.0,0.0,0.47619047619047616,0.0
2,0.635045332783845,1.0,0.9682539682539683,7,0.0,1.0,0.8888888888888888,0.6399854611732753
3,1.0,0.0,0.47619047619047616,3,1.0,0.0,0.47619047619047616,0.0
4,0.5256799917576757,0.0,1.0,0,0.5256799917576757,0.0,1.0,0.0
5,0.6685040181331136,1.0,0.8888888888888888,7,0.0,1.0,0.8888888888888888,0.6685040181331136
6,0.9154389037708633,0.0,0.5238095238095238,8,0.9154389037708633,0.0,0.5238095238095238,0.0
7,0.8278642077065732,0.5,0.47619047619047616,11,0.39369977333608075,0.5,0.47619047619047616,0.43416443437049246
8,0.7029672367607666,0.0,0.8888888888888888,12,0.7029672367607666,0.0,0.8888888888888888,0.0
9,0.8278642077065732,0.5,0.47619047619047616,11,0.39369977333608075,0.5,0.47619047619047616,0.43416443437049246
10,0.635045332783845,1.0,0.9682539682539683,7,0.0,1.0,0.8888888888888888,0.6399854611732753
11,0.9154389037708633,0.0,0.5238095238095238,8,0.9154389037708633,0.0,0.5238095238095238,0.0
12,0.7510302905419328,1.0,0.47619047619047616,6,0.5907943540078302,1.0,0.0,0.5024270344751299
13,0.7510302905419328,1.0,0.47619047619047616,6,0.5907943540078302,1.0,0.0,0.5024270344751299
14,0.7029672367607666,0.0,0.8888888888888888,12,0.7029672367607666,0.0,0.8888888888888888,0.0
15,0.6685040181331136,1.0,0.8888888888888888,7,0.0,1.0,0.8888888888888888,0.6685040181331136
16,0.8278642077065732,0.5,0.47619047619047616,11,0.39369977333608075,0.5,0.47619047619047616,0.43416443437049246
17,1.0,0.0,0.47619047619047616,3,1.0,0.0,0.47619047619047616,0.0
18,1.0,0.0,0.47619047619047616,3,1.0,0.0,0.47619047619047616,0.0
19,0.7029672367607666,0.0,0.8888888888888888,12,0.7029672367607666,0.0,0.8888888888888888,0.0
