point_id,pf_f1_norm,pf_f2_norm,pf_f3_norm,nearest_opt_id,opt_f1_norm,opt_f2_norm,opt_f3_norm,euclidean_distance
0,0.6302767705864449,1.0,0.7439024390243902,0,0.0,0.16666666666666666,0.7317073170731707,1.044912423595742
1,0.6477040431176413,1.0,0.7317073170731707,0,0.0,0.16666666666666666,0.7317073170731707,1.0554453903046732
2,0.6477040431176413,1.0,0.7317073170731707,0,0.0,0.16666666666666666,0.7317073170731707,1.0554453903046732
3,0.679912863637344,0.9666666666666667,0.7804878048780488,0,0.0,0.16666666666666666,0.7317073170731707,1.0510285619953512
4,0.8741818983552891,0.9,0.9390243902439024,0,0.0,0.16666666666666666,0.7317073170731707,1.159720715525041
5,0.6477040431176413,1.0,0.7317073170731707,0,0.0,0.16666666666666666,0.7317073170731707,1.0554453903046732
6,0.7579449622193412,0.9333333333333333,0.8963414634146342,0,0.0,0.16666666666666666,0.7317073170731707,1.0905790873077654
7,0.7610867601137853,0.9333333333333333,0.8414634146341463,0,0.0,0.16666666666666666,0.7317073170731707,1.0858532291014706
8,1.0,0.8666666666666667,1.0,0,0.0,0.16666666666666666,0.7317073170731707,1.2497923682404515
