Time differences,Assignment differences,Makespan,Optimal Time Differences,Distance Time differences,Optimal Assignment Differences,Distance assignment differences,Optimal Makespan,Distance makespan
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.44,1.0,1.0,0.0,0.44,1.0,0.0,0.0,1.0
0.76,1.0,0.5,0.0,0.76,1.0,0.0,0.0,0.5
0.48,0.0,1.0,0.48,0.0,0.0,0.0,1.0,0.0
